기사 작성일,댓글 작성일,댓글 내용,좋아요,싫어요
20170101,20170101,또 탈당하고 신당창당하세요. 이번엔 누가 좋을까...이재오?ㅋㅋㅋ,279,44
20170101,20170101,됫글도없네 ㅋ뉴시보니 이재명아래두만  또 먼초칠려나 ㅋ,2211,363
20170101,20170101,나한텐해주고싶은말도없다 간신배야...,209,53
20170101,20170101,단단히 삐쳤네 칠수,514,80
20170101,20170101,ㅋㅋㅋㅋ 간철수 빙신아 꼴랑 호남구태들한테 당했다고 집에 쳐박혀있냐 딱 1년전 간철수+호남구태+김한길계+지금 개헌파 니들이 열심히 흔들던 문재인에 비하면 새발의 피지ㅋㅋ,215,29
20170101,20170101,"박근혜 구속한 후 이명박도 구속하라. 이명박이 임기중 자행한  엄청난 범죄에 대한 안전장치를 만들려고 2012년 대선 직전 박근혜와 빅딜을 했다. ""총체적인 부정선거로 당선시켜 줄테니 자신은 건딜지 말라""며... 대한민국 재앙의 근원은 바로 희대의 사기잡범 이명박이다.  박근혜-최순실-최태민 관계도 이명박은 2007년 경선전에 막대한 자료를 가지고 있었다.  박근혜도 나쁜년 이지만 더 나쁜놈은 바로 이명박이다",165,4
20170101,20170101,또 탈당하지! 호남패권주의를 성토하면서 ㅋ 자신 뜻대로 안된다고 또 찬물뿌리냐?,266,38
20170101,20170101,단단히 삐졌군...,760,100
20170101,20170101,부탁합니다 결과가 뭐든 최선을 다해주세요 그게 소신이고  리더의 모습입니다  전당신만  지지하는건 아니지만 정당한경쟁  환영합니다~~화이팅,348,72
20170101,20170101,안철수가 지지했던 시민시장이라던 광주 윤장현시장....측근비리 아니 가족비리로 물의를 일으킨 사람볼줄 모르는 안철수 지도자감은 아니다,271,33
20170101,20170101,사이비  박지원에  실망하고 반기문에 기대하는것에 답이 없겠지 ~~,549,69
20170101,20170101,이사람 대인배의 풍모가 없구먼!,126,17
20170101,20170101,이미 안희정 지사에게도 지지도가 뒤처지는 안철수 하긴 안희정 지사가 안철수 보다는 천배는 나은 사람이긴 하지...,919,128
20170101,20170101,"셀프 자뻑에 취해  야권분열 댓가를 치루는거다 양지만을 찾아 기웃거리며 왕자 코스프레에 질려 버린 국민이 깨어 나는 것이다 적폐 청산 재조 산하 엄중한 시국에 가당키나 한 욕심인가,,, 마음을 비우고 자성하고 야권 통합에 나서라 그대가 살 유일한 길이고 속죄하는 길이다 개헌 운운 권력 나누기 쓰레기 정치 모리배들에 이용 당하지 말고 그후 표표히 정치 은퇴하면 역사에 그나마 선한 의지를 가진 사람으로 기록될 것이다 당신의 그릇은 여기까지다 과분한 대접 받은거다",3252,542
20170101,20170101,앞뒤가 안맟는애기하네 문제인대통령 폐배했다고  있는욕 없는욕 한것듷이 지금의 궁물당  그런데 넘어지고 또넘어져도 일어 난다고   자기는 되고 남은 안된다는 말이 꼭  남자 박근혜보는거 같다,268,42
20170101,20170101,죄값을 제대로 받아라 ㄱㅈㅅㅇ,1686,3
20170101,20170101,진짜 최씨 박씨 집안 족속들.  3~9족을 멸하라.  이것만이 답이다.  클린 대한민국을 보고싶다.,1618,5
20170101,20170101,학자적 양심도 없는 쓰레기 색휘!,500,1
20170101,20170101,학자의 양심과 작가의 펜대는 꺽고   권력의 하인이됬군 잘가라 영원히,2422,3
20170101,20170101,개잡놈,8882,25
20170101,20170101,아주 나쁜놈ᆢ,441,1
20170101,20170101,이대는 학교인지 비리집단인지? 도데체 썩은 교수가 몇명이야? 저런데서 비싼 등록금 내고 공부하는 학생들이 불쌍하다.,212,3
20170101,20170101,정직한 애들을 좌절시키는 이런 사회구조 ...정말 지친다,2381,5
20170101,20170101,순시리 일가들 때문에 여럿가는구나.,1462,2
20170101,20170101,인 과 응 보,1369,2
20170101,20170101,어떤 교수님은 쪽지시험 부정행위해도 F학점 줄 정도로 학사 관리를 하는데 부정을 관리감독해야 할 교수가 부정을 하다니 한심하다.,363,1
20170101,20170101,헐 거의 조폭이네 ㄹㅎ 순실이 만나는 사람들이 뭐 이렇지,435,2
20170101,20170101,류철균...구린내나는이름을날리게되는군...저런게문인이라니...퉤퉤,1897,4
20170101,20170101,"아주 악질적인것만 배워서 열심히 최순실 뒤 봐주고 있었네 쓰레기 교수놈! 저놈이 저렇게 뒤 봐주고 돈이나 이권 받은거나 가족,친인척  전부 찾아내도록 특검에서 구속구사해야한다!",2018,3
20170101,20170101,아주 밑바닥 쓰레기구만,451,1
20170101,20170101,작가이며  교수인 자가... 조교를 협박하고  허위답지까지...  말세로다 말세 교수다운 교수가 없네..ㅉ,1748,2
20170101,20170101,관련된 이대교수들은 다 모르쇠.. 저런것들이 교수라고 ....,546,1
20170101,20170101,영원한쓰레기교수 이인화,2409,3
20170101,20170101,교수가 아니라 찌질한 권력의 종.,538,3
20170101,20170101,권력기생충,9730,33
20170101,20170101,조윤선 자기 말데로 아무 잘못이없으면 한다...,8094,206
20170101,20170101,"김 기춘이 하여간 그 자식이 ""악의 축""이였군 그랴. 그 자식 국기문란죄로 총살형에 처해야 한다. 총알이 아깝긴 하다만, 필요시엔 쓰자꾸나.",364,3
20170101,20170101,"어차피 구속 될 년이지..... 일 년 생활비가 6억이라는 년. - - -정유라나 이 년이나 같은 종자,  돈의 노예",964,5
20170101,20170101,조윤선?  최순실의 몸종?,432,3
20170101,20170101,"닭뇬, 나경원, 조윤선.... 이 세명은 좀 사라졌으면 좋겠다!",233,4
20170101,20170101,여성부장관에   문체부장관  자리..  박그네 최순실의   하수인  역할  블랙리스트  주도적으로  한  공로덕  아니냐!      법을  잘  아는년이니....   꼬리  잡혔을때를   대비해서   그림자처럼  움직였겠지!   진실은   밝혀지게  되어있다!,349,3
20170101,20170101,미치련.저것도 장관이라고...,2703,15
20170101,20170101,철저하게 속임도 이제 발각됬으니 감옥으로 직행,755,4
20170101,20170101,거짓말일상는 요년의혀를 뽑아버릴사람없는가 요년도감방구경꼭시켜라,1967,12
20170101,20170101,수근이 즞됐네 마누라에게 살려 달라고해,552,0
20170101,20170101,정말 나쁜년이다!!!,370,3
20170101,20170101,뻔뻔스럽기는 딱 박근혜급!,894,7
20170101,20170101,아가리를확ᆢ 거짓으로일색하더니 꼴좋게생겼다,9932,65
20170101,20170101,다 구속수사하라,719,3
20170101,20170101,박그네가시켰지?,637,3
20170101,20170101,순시리  옆방 근혜  그 옆 방  윤선 ... 앞으로  30년,2578,13
20170101,20170101,윤선이도철면피네,362,4
20170101,20170101,세상에 영원한 비밀도 언제까지 알량한 권력으로 가릴수도 없는법일테지요? 정상적인 국가라면?,2359,10
20170101,20170101,벅근혜와 거의 동급.. 얘도 혹시 약하나?,843,3
20170101,20170101,ㅇㅋ... 일벌백계가 필요하다.,272,4
20170101,20170101,난 충남당진 이재명 시장 문재인 후보를 지지한다,1282,47
20170101,20170101,TK는 아직도 정신을못차리나 니들때문에  우리는 못볼꼴보고있는데 또 반기문이라니..,420,14
20170101,20170101,나도 경북이지만 쪽팔린다 진짜 그렇게 변기닭한테 당하고도 기름장어 한테 또 당할려고 정신 못차린다,104,4
20170101,20170101,충청에서 태어났다는거 빼구  장어가 충청을 위해 한게 뭐 있나?   세종시 만든 민주당이 역사적 충청  은인이지,215,9
20170101,20170101,대세는 문재인  으로 사람 이 인격이   되어야 백성을  보듬지,118,11
20170101,20170101,대구 경북..... 참! 도려내고 싶은 종양같은 동네다!,111,4
20170101,20170101,반기문이 왜 대선 후보임?  무슨 자격과 능력이 있다고? 유엔 총장 중에서 무능한 총장으로 평가 받는다는데?  유엔 총장한 사람이 대통령이라 대한민국이 왠지 제3세계 개발도상국 같은 이 기분은 뭐지?,426,15
20170101,20170101,하여간 대구 경북은 죽기전에는 반성안해,116,5
20170101,20170101,TKㅂㅅ들은 아직도 이게 똥인지 된장인지 모르고 있네~~ 똥이나 존나게 쳐먹어라~,109,5
20170101,20170101,이젠 국민들도  다압니다,5328,137
20170101,20170101,반씨는 미국 따까리일뿐~ 애국심도 의리도 없는 기름장어,201,6
20170101,20170101,대구 살지만 진짜 이 동네 답없다!  반기문이 tk출신도 아니고 반기문이 새누리당 갈일도 없고..  거기다 문재인은 부산출신인데... 오로지 민주당은 안된다는 박정희 광신도 집단같아!,119,3
20170101,20170101,이재명 진짜 많이 컸네..ㅎㅎㅎ  반기문과도 맞다이 뜰 정도라니..ㅎㅎ,901,39
20170101,20170101,문 뽑기 싫은데 반하고 둘이 붙으면 어쩔수없이 문에게 한표.,716,62
20170101,20170101,나이드신분들 옳다커니 하고 막 투표던지겠죠. 참.걱정이다,203,8
20170101,20170101,이럴수록 문재인 더욱 자중 또 자중 또 겸손 겸손 대업의 그날까지,348,25
20170101,20170101,반기문 지지하는 심리를 모르겠다 그렇게 당하고도 모르나 무능한 대통령이 어떤건지 제발 정신 좀 차리자 반기문이 유엔에서 뭘했냐,354,13
20170101,20170101,반기문지지자는 60대이상 판단력장애,381,18
20170101,20170101,대구/경북은 선거하지마라.. 10년간 나라망친 이명박근혜 지지자들아닌가? 나라를 이리망쳤으면 양심이라도 있어야지.. 이번에 선거 빠져라,234,8
20170101,20170101,반기문은 나이 73살에 노욕으로 그나마 있는 명예까지 말아드시지마세요,1544,38
20170101,20161231,"법치주의 유린하고 정의와 평등을 짓밟은 전관 변호사와 검찰, 법원을 개혁해야 법의 위상을 지킬 수 있다. 김기춘,우병우,황교안,홍만표,진경준의 국정 농단,국기 문란,법치 유린을 방지하려면 검찰 개혁을 신속하고 확실히 하자. 20대 국회에서 기소법정주의로 형소법을 개정하고 공수처를 신설하여 수사권과 기소권을 부여 후 판검사의 부패를 척결하자. 수사권도 경찰에 넘겨라. 판사와 검사, 전관 변호사가 법의 수호자가 아닌 악마의 추종자들로 위선, 가식으로 사악하고 추악한 짓만 일삼으며 국가와 국민을 기만하고 우롱하니 국민들만 죽는다.",5619,26
20170101,20161231,촛불만 든다고 세상은 바뀌지 않는다. 정치에 관심을 가져야한다. 제발 정치에 관심들좀 갖고살자. 조금만이라도. . . .,1256,5
20170101,20161231,지나 온 인생 역정 자체가 국가의 해충~ 악마!,357,3
20170101,20161231,김기춘은 악마의 원흉 이다,267,0
20170101,20161231,김기춘이 참 불쌍한 노인네다,869,15
20170101,20161231,박근혜 다음 김기춘. 역사에서 반드시 없애야 할 적퍠중의 적폐. 저런 독재의 조력자가 이 나라에서 아직도 살고 있다니...,154,0
20170101,20161231,정희와 같이 디졌어야 할  놈  유신독재    만든  놈  나라를  40년  전으로  돌려놓은  놈  총살,165,1
20170101,20161231,"근혜,기춘이,병우 다 같이 죽어라~ 제발 이 씹어먹어도 시원찮을것들아~",1415,2
20170101,20161231,이런류의 논눼들이 나라를 이지경으로 만들었고  대통령을 저런 닭대가리를 뽑은거여.  감방에서 반성하며 여생을 보내야 해.,1000,3
20170101,20161231,사악한 늙은악마 우리가남이가놈을  늦었지만 필히 찢어죽여야 우리나라가 바로선다,1132,4
20170101,20161231,죽은 김영한 민정수석보다 살아도 사는게 아닐 정도로 고통스럽게 만들어줘야 된다.,151,0
20170101,20161231,이늙은 새끼는 쇠망치로 쳐 죽여야한다,325,2
20170101,20161231,유신잔당답다. 조작 공작꾼 쓰레기 개기춘!,775,2
20170101,20161231,검찰 언론 국정원 갈아 엎어야한다,1522,8
20170101,20161231,"간신 김기춘,",6632,25
20170101,20161231,이인간이 최고 악질,311,4
20170101,20161231,시발놈  못된짓은  다했구먼  제발구속되는거좀 봤으면  소원이  없겠네,313,1
20170101,20161231,국정원장  김기춘  체포하라  이 나라를 독재 살인국으로 만든  보수들은  회개하라,1322,2
20170101,20161231,이 놈 빨리 구속하지 않는 이유가 뭐지?,160,1
20170101,20161231,김기춘 저시바라색이 광화문 광장에서 능지처참에  처하라,302,0
20170101,20170101,저 집구석 주변에는 죽는사람들이 왜이리 많을까....?,7505,114
20170101,20170101,박씨네 다들  인상 더럽고 음흉해 보임  비밀이 많아서인가?,539,8
20170101,20170101,그것이알고싶다에 소상히 밝혀주세요!! 소름 돋습니다.,2273,32
20170101,20170101,니미 이러다 대한민국에 지만이랑 근혜만 남고 다 죽겄다 ㅠ,558,8
20170101,20170101,최태민도 의문사라더니ᆢ저동네는 현미경조사 들어가야함,2555,27
20170101,20170101,이집안은 18년이  문제구먼  박정희  18년독재.박근혜  아버지죽고 18년은둔.박근혜은둔 끝내고  18년  정치 대한민국 거덜.박지만  18년직원 죽음.18년은 이집안하고 악연이네.,921,9
20170101,20170101,자살 당한거 같은디?  무섭다 무서워  저 집안  .,2628,30
20170101,20170101,"45세 남자가, 거실에서 그냥 죽었단다, 후덜덜 박지만  .",968,10
20170101,20170101,무섭다,1639,26
20170101,20170101,의문사 천지네 저쪽 집안문제는,8233,114
20170101,20170101,헐 정말인가봐 무섭네,750,11
20170101,20170101,너무 많이 알고 있는 최측근이 내부고발이라도 하면 골치아프니까..,1018,11
20170101,20170101,수틀리면 그냥  죽이는군,2618,29
20170101,20170101,냄새 난다 아주 심하게,889,11
20170101,20170101,그래서 기자 간담회 했나?  이 기사  흐릴려고?,988,11
20170101,20170101,무서운 집안 일세,1972,28
20170101,20170101,이거  또 역대급 아닌가? 그알 출동!,2097,32
20170101,20170101,분명히  무서운 뮌가  있다,821,15
20170101,20170101,"""국가와 국민이 얼마나 우스웠으면 특검이 진행되는 이 시기에 저런 짓을 벌이지?""  ""국민 안전을 위해 저 집안은 씨를 말려버리자""",2350,34
20170101,20170101,박용철 박용수 사건과 비슷한 냄새가...,2412,24
20170101,20170101,문제는 아무도 안믿는다는 거~~~,185,1
20170101,20170101,아.. 이  미친 닭을 어케해야 하나....,127,1
20170101,20170101,니깟 머리빈 년이 무슨 철학? 듣기 싫으니까 아가리 닥치고 있어라.,202,3
20170101,20170101,철학이  있기는  하시구???,707,9
20170101,20170101,정신병이다 파란집이 아니라 하얀집으로 보내라,141,1
20170101,20170101,거짓말과 변명의 달인 ㅠㅠ,248,3
20170101,20170101,살다살다 이런 철면피 진상은 첨 본다.,533,6
20170101,20170101,닭대가리 할매가 무슨 소신이 있냐? 장관들 보고도 이해 못하는 할매가 무슨 소신은 개뿔! 박근혜가 올해 할 일은 감옥에 가는 것이닭!,292,4
20170101,20170101,"뭐 선을 그어? 시녀? 그게 뭔 시녀야? 유모네 유모여.  유모에게 의존하는 사람을 뭐라하지? 정신적으로도 독립이 안됐고, 경제적으로도 독립이 안됐잖아.  말하는 게  유아 수준이라더니 정신연령인들 오죽하겠나.  일심동체.표리일체. 주머니 돈이 쌈짓돈.  둘이 작당해서 삥 뜯은 돈은 과연 누구 돈인가.",598,8
20170101,20170101,지 살길 찾기 바쁜 이런 나쁜 자를 대통령으로 알고 산 내 4년이 억울하다. 남은 여생 감방에서 쭉 살다 가시길 바란다.,864,8
20170101,20170101,하하하 웃고갑니다  퉤~,133,1
20170101,20170101,니 동생이 또 한명 보낸것 같다.....ㄷㄷㄷ 느이 집안은 참.....,270,4
20170101,20170101,일단 정신과 치료가 시급해 보입니다.,142,1
20170101,20170101,파도 아니고 솔도 아니고 미친년..,865,10
20170101,20170101,무기징역살게해라,821,10
20170101,20170101,나오지말고 기다려라 기다리는 304명을 산채로 수장  왜 안 구했나? 왜 침몰했나? 왜 은폐하나?,246,7
20170101,20170101,직무정지 보다 입원이 시급하다..,3424,31
20170101,20170101,"30년  넘게 빌붙어 살았어. 동생이랑 의절하고  붙어먹었지. 그런 사이를 뭐라고 해? 시녀?  평생 생활비 지출은 누가했을까. 지 이름으로 돈 쓴 게 있기나 있나. 옷이야 가방이야 병윈비는 누가 냈지?  주머니 돈이 쌈지 돈. 니돈이 내돈, 내돈이 니돈이거늘. 시녀가 공주를 등에 업고 돈 걷었는데 공주는 돈 한푼 안 받았다고? 아몰랑?  독재자가 자녀에게 재단 물려주면, 돈 한푼 안 받은 독재자냐. 공주가 설레발이 쳐서  시녀가 돈 걷으면,돈 한푼 안 받은 공주냐.  뻔하다 아이가. 질질 끌 게 뭐 있노 으이.",256,5
20170101,20170101,진짜 추하다. 저렇게 까지 해아할까?,1061,12
20170101,20170101,미쳐가는구만,270,5
20170101,20170101,케이비에스 조작발표...개헌 찬성귝민없다...대선전에,1002,17
20170101,20170101,kbs와 연합뉴스가 조사한거로군.,198,2
20170101,20170101,대선전에 개헌 운운하는건 있을수없는일이다.,938,15
20170101,20170101,어디서 한건지봐라 의도가 명확하다 무시,611,6
20170101,20170101,조작 작작해라 이 와중에 국민이 개헌에 왜 관심을 두겠노 먹고살기도 힘든데 이명박이 부역자시키들 나라 말아먹을려고 발악을 하는구나,564,7
20170101,20170101,개헌은 개혁을 위한거지 혼란을 위한게아니다 대선전엔 주장하는 개헌은 100퍼 개혁을 흐리기위한 개누리 닭년과 그추종자 언론의 주장일뿐이다,486,7
20170101,20170101,"개헌은 하되 닭이 구속되도난 뒤에 하자.그리고 개헌하면 헌법에 반듯이 국회의원 소환제,국회의원 3선금지.친일 부역자 처벌을 명시하자",2255,51
20170101,20170101,국면전환  언론비서관kbs,694,6
20170101,20170101,"촛불은 개헌을 요구하지 않았다.  현재의 개헌 주장은 입장에 따른 이기적인 언론플레이다.  각계각층 수만의 개헌의견이 두어달 내에 합치될 거란 생각은 몰상식이다. 순실의 조력자들이 개헌작업에 참가한다는 것도  체계논리상 불가하다,   개헌은 다음 대통령과 21대 국회에서 충분한 논의로 해야 함이 순리다.",3351,95
20170101,20170101,여론 조작  시작했냐 . 개헌은  누가  하재냐 . 새눌당 ?  쓰레기들은   그만  꺼져라 .,79,0
20170101,20170101,"개헌은 다음 대통령이 추진하면된다 박그네 탄핵 인용에  깽판놓을라는 개눌당이랑 궁물당 적당히 해라  매국노 짓거리 할라고 드는짓좀 적당히 해라,",702,10
20170101,20170101,대선 전 개헌 반대.,194,4
20170101,20170101,와  어용언론 KBS여론 조작질하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개헌찬성이 60%가 넘는다고?? 어디서 개수작질이냐? 지금 시점에서 개헌은 절대 안됨. 친박과 박근혜 최순실 응징하는 게 유야무야 될 수 있음.,158,2
20170101,20170101,언론조작에 여론조작까지.. 역겹다!! 이정권!! 언론부역자들!!,812,14
20170101,20170101,시급한게 뭔데 지금 개헌이야기가 왜 자꾸 나오는데ㅡㅡ일단 다음 정권에 맡겨라.똥 싸는 소리말고,147,2
20170101,20170101,뻥치고 있네. 대선전 개헌이 물리적으로 가능하지도 않은데 무슨 헛소리냐. 지금의 촛불의 개혁요구는 개헌과 거리가 멀다. 박근혜가 헌법만 지켰어도 박순실 게이트는 없었다. 여론조사 질문에 개헌을 유도하게 질문을 조작했을거다.,67,1
20170101,20170101,KBS 수신료 안내는 방법 없나요? 토 나올 것 같아요.,207,2
20170101,20170101,KBS는 촛불의 진정성에  집중하라 시청료가 아깝다  개헌이니 하는 여론조사 로 넘는짓 하지말고,171,2
20170101,20170101,촛불집회를 매번 나갔었는데 한번도 개헌을 요구한적없다  아전인수하지마라  그냥 필요해서라고해라 촛불핑계대지말고  역겹다,76,1
20170101,20170101,개헌이 머? 까는 소리하고있다,158,2
20170101,20170101,조금 생각있시 말을하기를 바란다. 분의기를 좋게하려고 농담을 던지는거면 남들이 웃을수있도록 만들어야지 이건 무리하게 던지는 무례한 진행이었다,519,2
20170101,20170101,방송감도 잃고...  방송 너무편하게 해왔네...군대에서  방송할때도 송정까지 촬영오고 ㄴㅓ무편했어...,1314,13
20170101,큰자리 mc는  아님, 나옴 정말  짜증남 비타민만 하세요,534,6
20170101,20170101,매회 불편하고  그랬는데 4년씩이나 하는게  의심스럽네. 이씨땜에 s사는 연기대상 안보게됨,759,7
20170101,20170101,"한두번이 아닌걸로 알고있다. 드라마 만들느라 수고했다고 상을 나누는 잔치에 꼭 비아냥데고, 깍아내리고, 재미도 없는 장난질하고....... 시절도 하수선한데 좀 진중해 지시길......",372,4
20170101,20170101,이휘재 정말정말정말정말 싫음 진짜진짜 티비서 보기싫음 이사람좀 안나오면 안될까요?  우리나라 연예인중 제일 꼴보기 싫은 사람이에요,1851,33
20170101,20170101,진짜  진언하는데...슈돌  하차하고  와이프 아이들  그만....  너  자신만  모르는거냐...아니면  모르는척 눈감는건가..??  너무  비호감이  오래가면 ....너거 식구들까지 욕먹는다...  이제  그만....  아무리  서준이가 귀여워도...아이를  위해서라도  그만혀라,387,4
20170101,20170101,"솔직히 예전부터 진행 잘하는거 같지 않았고 배우들에게 좀 말을 막한다 싶었는데 결국 터졌군요. 모든 분들이 저랑 비슷하게 느끼셨다니.. 이휘재씨 예전부터 진행이 식상하다 싶었어요. 매번 공개연애하는 사람들 공략하고, 연예인들 까면서 웃음유발하려하고. 진정한 엠씨는 연예인들 장점 살려주면서  분위기 유쾌하게 살리는 사람이 해야한다고 봅니다.",1667,14
20170101,20170101,드디어밑천이들어났네.. 엠씨로써아무능력이없던넘.. 패널자리도아까운넘..,5567,90
20170101,20170101,MC 그만 한때가 된거지ㅋ,499,4
20170101,20170101,이런 인간은 엠씨로 쓰지 말자!성동일씨에게  무릎 끓고 사과하고 연예계 은퇴해! 싸가지 없는 X,322,4
20170101,20170101,이휘재 방송 쉰다고 하면 좋아할 사람들 많을텐데 ㅎ,305,3
20170101,20170101,제발 꺼져라 더욱이 올 연말에는 알아서 엠씨 좀 그만둬라. 능력안되는데 왜그리 하는지.,653,5
20170101,20170101,애들도 좀 그만 나와라 지겹다.,704,11
20170101,20170101,예전부터 늘 무례했고 재미도 없었음.이제 티비에서 볼일 없길..,386,2
20170101,20170101,"기본 인격의 문제인듯.말은 곧 그사람의 인품입니다. 김구라,이휘재같은 남인신공격성 개그나 진행은이시대에 안맞아오~~",1536,20
20170101,20170101,원래 싸가지가 없던 놈이였다,350,6
20170101,20170101,인성이 건방진  x,297,3
20170101,20170101,티비서 안보였음 제일 좋겠고 차선은 제발 나대지 말았으면 한다.,302,2
20170101,20170101,솔직히  얘는 첨부터 mc로서는 어느 프로든 자질이 부족하여 보기에 불편함이 있었다. 다른 재치있는 인물도 많던데  왜 자꾸 쓰는지 이해안되는 일인.,515,4
20170101,20170101,빅뱅은 무슨..,117,19
20170101,20170101,손학규는 대권 도전하는 데는 무리수다,511,51
20170101,20170101,"손학규, 안철수 참 안쓰러운 인물들이야~  능력도 있고, 색누리에 비하면 썩 괜찮은 면도 있는데.  결정적인 순간에서 최악의 선택을 하는 버릇이 있어 ㅜㅜ",50,14
20170101,20170101,철수 핵교 안감.,402,40
20170101,20170101,퀴즈:    이인제 손학규 남경필에 공통점은?,1724,169
20170101,20170101,최순실땜에 뭍히셨어요. 다시 산에 돌아 가셔서 좀 더 있다가 내려와서 안철수 이정현 찾아가세요. 지금은 뭘 해도 똥값입니다. ㅋㅋ,165,19
20170101,20170101,기회주의자야 국민 팔아묵지말고 찌그러지라.,132,16
20170101,20170101,내가 대통령 되면 내각제 개헌 세력들 모두 사그러지게 할 터인데 말야 츠츠츠,322,36
20170101,20170101,고마해라 지겹다....,519,45
20170101,20170101,애고 아자씨.. 갈수록 비호감이에요..,584,53
20170101,20170101,글쎄올시다.  자신을 과대 평가하시는 군요.,448,42
20170101,20170101,"기회주의자. 반기문, 안철수, 박지원, 김무성 등과 함께 썩 꺼지거라~",52,13
20170101,20170101,대통령 지지율 1%짜리들이 권력욕만 있어서 개헌해서 한자리 해처먹고 싶어서 염병짓 거리 한다 쓰렉들,58,14
20170101,20170101,손학규 개헌이나 나불대고~~~ 그리 살지마쇼~~~,158,19
20170101,20170101,"이인제, 정몽준, 문국현, 쥐철수, 그리고 손핵규 이름만 봐도  감이 오지??? 나라와 국민은 안중에 없고 자신들의 정치야욕만 앞세운 놈들 명단",411,54
20170101,20170101,"학구야,좀..자제해라..",438,46
20170101,20170101,꺼저라! 이 재수없다 ㆍ뭐 처먹을거없나 밥상머리에 숫깔가지구 눈치보는  하이애나 !,50,14
20170101,20170101,"이제 이런 정치꾼들이 설치지 않는 나라가 되었으면...! 촛불의 의미 : 권력은 국민으로부터 나온다, 는 말 자체를 무시하고 살아왔던 이런 정치꾼들이 더이상 발붙이지 못하도록 국민들은 철저하게 비판해야 한다. 대선 전 개헌 운운 하는 자들에게 묻고 싶다. 누가 당신들에게 그러라고 시켰는가? 지금 드러난 적폐만도 엄청난데, 당신들의 권력욕에 맞춰 내각제를 통한 기득권을 국민들이 부여할 것 같은가, 묻고 싶다.",106,18
20170101,20170101,"친박당에 들어가... ""떠났던 아들이 돌아왔습니다.""하고. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",117,18
20170101,20170101,찌질이,349,42
20170101,20170101,"쥐새끼가 어디다 또 병균 옮길려고,,,,,",568,6
20170101,20170101,문득 존재감을 잊고 있었네. 쥐벅이는 탈당을 하던 말던 구속되어야 한다.,57,0
20170101,20170101,명박이를 보면 쇼생크탈출에 악질교도소장이 떠오른다.  머지않아 심판의 날이 너에게 닥칠 것이야.,771,7
20170101,20170101,정권 바뀌면 이놈부터 조져야한다~~ 그네 만큼이나 만만찮을껄?,67,4
20170101,20170101,희대의 사기꾼,145,3
20170101,20170101,너는 알고있지? 네가 지은 죄를,884,12
20170101,20170101,별  개소리 ㆍ     하든가   말든가    뭔상관인데 ㆍ   곧   구치소 갈 생각이나  하지   ㆍ,442,5
20170101,20170101,기자아저씨추운뎨 고생하시네요 쥐박이는가급적보여 주지마세요보면볼 수록 머리아파요,109,3
20170101,20170101,쥐새끼 요리조리 잘피해갓제? 정권 바뀌면  이제 니놈 차래다 !!@@!,47,5
20170101,20170101,나라 이렇게 만든 원흉놈이 이제와서 겁나니 몸사리냐? 좀만 기다려라.. 다음은 너다!,58,0
20170101,20170101,너 목은 ?개 새끼!넌 꼭 감옥에서 뒈져햐한다.박그네 담은 네놈이야!,648,6
20170101,20170101,곧  심판의날이  올것이다,3576,41
20170101,20170101,"이놈 주둥이에서 ""정직""이란 말이 나오네 사람이라면 이 말을 못할텐데...역쉬 쥐새퀴야",167,3
20170101,20170101,"아,관심없고, 당신의 영악한 범죄가 준엄한 심판받을 날만을 기다리고 있다.",127,3
20170101,20170101,감옥과 어우리는 관상,592,6
20170101,20170101,감옥 갈 날이 멀지 않았다.. 너두 기다려라... 넌 국민의 자본은 다 까쳐먹은 넘이다,3415,37
20170101,20170101,녹조탕 쳐묵을 날이 눈앞에   코밑에 .,825,8
20170101,20170101,"임기내내 일본과 아베 발바닥 8다가  말기에  가식적인일왕비판, 독도방문 하는거 같네, 진정한 깜짝쇼의 달인",45,0
20170101,20170101,국민의 피 같은 혈세를 그렇게 낭비하고 앞으로도 얼마가 더 들어가야 할지 모를 그래서 국민을 힘들게 하고 있는 너도 수의 입는 연습을 해라.,139,3
20170101,20170101,아 얘 새누리였지,53,1
20170101,20170101,나는 모릅니다~ 모르쇠!! 무능한 백치공주!! 닭쳐~,150,1
20170101,20170101,지긋지긋하다 입만열면 하나같이 모른단다  어이없다 도대체 아는건 머냐,59,1
20170101,20170101,뻔뻔한 개또라이,156,1
20170101,20170101,그렇다연  김기춘이가 독박 쓰면 되겠지 그런데 김기춘이가 그렇게 해 줄 인간인가?,28,1
20170101,20170101,"최순실 국정농단 의혹에 ""어떻게 지인이 모든 것을 다한다고 엮을 수 있냐""  ㄴ노무현 때는 마누라, 친형 상관없이   어떻게던 엮을땐 언제고  자기가 연관되니 개소리 지껄이는 거보소?",151,2
20170101,20170101,나라꼴이 이지경인데 자긴잘못없단말씀 받아적어라 적어.,641,3
20170101,20170101,저기 쭈욱 거짓말 하는데 옆에서 경건하게 듣는 인간들은  뭐하는 인간들이지?,69,1
20170101,20170101,영혼이 없는 기자들 불러 모아놓고 일방적으로 자기 주장만 하는 병신년,174,1
20170101,20170101,나라의 중대사를 모르고 있었다면 무능 아닌가?,482,2
20170101,20170101,그러니깐 쇠창살 방으로 쳐들어가~,565,3
