기사 작성일,댓글 작성일,댓글 내용,좋아요,싫어요
20170102,20170102,아마 촛불에 기름을 부어버리네ㅋㅋㅋㅋㅋㅋㅋ,282,23
20170102,20170102,국민들은 이제 더이상  빠크네  기대안한다?,109,18
20170102,20170102,사진 찍고 기사 나가면 그 후엔 목에 힘 주지 말고...미화원들 대우하고 고마워해라!! 국회의원은 국민이 뽑고 국민의 한명인 환경 미화원이 뽑아준거다!!,165,6
20170102,20170102,아 이런 그림 너무 좋다...ㅜㅜ,806,6
20170102,20170102,훈훈하네요.우리나라도차츰차츰좋은쪽으로바껴나가길바랍니다,670,3
20170102,20170102,감사! 감사! 감사합니다.,513,3
20170102,20170102,[김영숙/국회 환경미화원 : 국회 직원이 됐습니다. 행복합니다. 감사드립니다.]  지난해 6월 정세균 의장이 취임하면서 한 무기계약직으로 전환하겠단 약속을 지킨 겁니다.  선장 또는 리더가 누구냐에 따라 도착하는 곳은 지옥과 천국을 결정한다.  국회는 정세균의장이 대한민국호는 박근혜가 그걸 증명하고 있다...,8430,115
20170102,20170102,"2017, 대한민국 변화의 조짐을 본다",2262,15
20170102,20170102,정말잘됐네요. . 축하드립니다.   또 감사합니다.,556,3
20170102,20170102,축하드립니다  따뜻한 소식이네요.,679,4
20170102,20170102,ㅊㅋㅊㅋ,6123,69
20170102,20170102,잘했다. 앞으로도 잘한 일은 칭찬할테니 정치인들 잘 좀 해라.,2470,17
20170102,20170102,하나하나고쳐가면 됩니다!  엄지 척!,784,5
20170102,20170102,따신바람이 부니좋타!,276,4
20170102,20170102,축하합니다.,1723,14
20170102,20170102,새해 아침 눈물나는 장면 정말 감사합니다,2157,15
20170102,20170102,ㅎㅎ사람사는 세상~~~,582,3
20170102,20170102,사람사는 세상이 되는구료,292,4
20170102,20170102,반갑고 기쁜소식입니다.  축하드립니다♥♥,1678,13
20170102,20170102,짝짝짝,234,5
20170102,20170102,정말 바람직한 소식이네요,2231,16
20170102,20170102,축하드립니다,520,3
20170102,20170102,징글징글하다  욕심에 끝이 없구나,4948,274
20170102,20170102,헛소리 하네오  또 퍼다 줄라고요 당신 맘되로 될까요?,322,15
20170102,20170102,궁물당 말아쳐드신 장본인이 궁물을 더 찾는 격이군.......,1119,45
20170102,20170102,국민의당 망했다  참인물없다 대한민국정치가 한심하다,388,17
20170102,20170102,호남도 버린 지역 정치인 박지원..,935,44
20170102,20170102,"김종인, 박지원 이런 놈들이 우리나라 정치를 이딴식으로 만든 장본인들이지..",192,12
20170102,20170102,안철수 얼굴마담시켜놓고  왕따처리  임무완료 반기문과 손잡고  한몫챙기자  국민들 다 안다 꿈깨,1553,60
20170102,20170102,노인네 좀 그만해. 이제 뒤로 좀 물려놔. 먼 욕심이 그렇게 많은지.,391,15
20170102,20170102,노인네. . .  좋은거 다 말하면서 결정적으로 당지지율 폭락한거는 본인이 원내대표/당대표로 있어서 폭락한거 아닌가? 그런데 또 나온다고. . . 새누리처럼 마저 말아먹어야 직성이 풀리시나? 노욕일세 노욕이야. . .  떠날때를 알지못해서 노욕으로 고생할 사람 서청원. 반기문. 박지원.,5306,328
20170102,20170102,드디어 모습을 드러낸 권력 욕심에 화를 키우는구나.,367,15
20170102,20170102,개누리당에 딱 어울리는 넘~~~,988,50
20170102,20170102,원래 싸움구경은 좆.밥싸움이 젤 재밌지 ㅎ,268,11
20170102,20170102,결국 야심을 들어내는구나,1266,48
20170102,20170102,문재인 부족한 점도 있지만 특전사 제대한 문씨가 부정부패 없앨 적임자다.,178,22
20170102,20170102,입열면 개뻥. 또뻥. 늘뻥.,840,40
20170102,20170102,국민의당은 박지원땜에 망했음. 지지자들도 다 인정하는데 본인만 모르는듯,333,17
20170102,20170102,니가 만든 댓통 필요없다,351,17
20170102,20170102,당신도 이제 역사의 뒤안길로 물러나라,4613,257
20170102,20170102,안철수도 이렇게 훅가네...,1367,62
20170102,20170102,박지원 미친,150,9
20170102,20170102,김어준 뉴스공장 예상대로네 ㅋㅋ 심근경색.. 창의성 졸라없는것들,390,1
20170102,20170102,그네 일가는  ㅎㅎ 무슨  일이 있으면 주변 사람이 죽는단 말이쥐~ 우연인가?,563,3
20170102,20170102,부검결과도 안 나왔는데 이런 확신이 더 이상하다.,328,1
20170102,20170102,심근경색을 유발하는 약물의 종류는??,340,1
20170102,20170102,이 새키도 공범아냐?,608,2
20170102,20170102,근데 경찰청장이 기자회견까지 하지?,607,2
20170102,20170102,누가 니말 믿냐?ㅋ,1500,9
20170102,20170102,부검결과도 나오지 않았는데 경찰청장이 심근경색이라고 단정짓는다? 이건 뭐냐  경찰청장이 의사냐,2614,12
20170102,20170102,뉴스공장들었군!  ㅎㅎ,575,3
20170102,20170102,경찰철창이 가겠네~~,1389,9
20170102,20170102,청장 옷벗을 준비해야겠네,554,3
20170102,20170102,경찰이 조폭도 아니고?!!!!! c8,1542,9
20170102,20170102,더 수상해졌어....,2325,15
20170102,20170102,멍멍멍멍  지나가는 개가웃는다,286,2
20170102,20170102,레파토리 좀 바꾸시지요!,1364,8
20170102,20170102,왜 경찰청장이 발표?  그것도 이렇게 빨리 단정짓지?  수사 제대로 해라,2199,11
20170102,20170102,역시...이럴 줄 알았지.. 전혀 의혹을 안갖는다고 몇시간도 안되서 발표하고ㅠㅠㅜ하ㅜㅜㅜ,6046,106
20170102,20170102,"경찰청장놈이 범인인듯,?",2044,15
20170102,20170102,대응이 lte 급이네 먼가 있는듯,738,2
20170102,20170102,왜이리 찝찝하지  주기자  빨리 조사좀 해보세요 몸조심 하시구요,275,1
20170102,20170102,한씨는 동교동에 새배나 다녀왔는지 궁금하네. . . 동교동보다는 청와대가 넓어서 좋지? 배신자들은 몸이 편해도 마음은 안좋을 텐데. . .,4295,174
20170102,20170102,한실장...청와대 비서실장 하니카 좋냐? 나이 쳐 드시고 권력만 쫏아가는 정치 기생충..,120,9
20170102,20170102,부끄러운줄 알아라. 너 죽어 저승가서 DJ 를 무슨 낯짝으로 보려느냐? 나이들어 노망도 유분수지.. ㅠㅠ,1163,36
20170102,20170102,어차피 앞으로 한 세달 월급받으면 끝아닌가?? 굳이 시무식까지 할 필요 있나??,192,14
20170102,20170102,김대중 노무현 대통령께서   피눈물을  흘리시겠다 이 한심한 늙은이야,121,12
20170102,20170102,할짓이 그리도없더냐 그냥 입닫아라,703,27
20170102,20170102,세금으로 월급받는 종놈들아... 댓통령말고 국민을 위해 일해라...,4923,176
20170102,20170102,참 더럽게 인생 산다.....,240,14
20170102,20170102,저놈은 어쩌다가 저지럴하는지 모르것다! 배신자!,4072,158
20170102,20170102,누가  그걸 몰라?  당신 같은 사람들이 나라를 이지경으로  절단내거야!  책임 안질거면 조용히  구석에  찌그러져 있어!  낯짝만봐도  성질나니까!,98,10
20170102,20170102,정말  추하다   .,237,15
20170102,20170102,찌랄하네 ~  죄 를 저질렀다면 죄값을 받아야지! 세치 혀 로 국민을 조롱하는것 보소 !  개 가 웃겄다 ~~ ㅎㅎㅎ ...,203,14
20170102,20170102,뭔 개소리야?,972,38
20170102,20170102,지금 비서실장 할일이 뭔가.. 월급받는건가.. 사퇴해라..추하다,1085,37
20170102,20170102,청와대 해체하라!!!!!! 인간 말종들만 존재하는 집단!!!!! 비서실장! 참 추하고 더럽다!!!!!,807,31
20170102,20170102,니들 왜그러냐?   쓸데없는 짓 열심히들 한다.  감투라면 똥이라도 처먹을 새끼들,863,33
20170102,20170102,박부역자 한실장 도대체 누구를 위해서 일해야 하나요 제발 정신 차리소~~,657,28
20170102,20170102,미친 개새끼 어이없는새끼 이런놈이 많이 나오ㅇ니까 나라가 개판인겨,101,8
20170102,20170102,김대중대통령에게 부끄럽지않소?,180,13
20170102,20170102,겨우  한다는 소리가 초딩들에게도 유치한 이야기를,208,14
20170102,20170102,뭉클하다,1020,7
20170102,20170102,마음을나누는 모습 좋네요~~,291,0
20170102,20170102,멋진 모습이다,5375,40
20170102,20170102,진심이길....,987,8
20170102,20170102,감동...,5088,45
20170102,20170102,국회의장이 바뀌니 국회도 바뀌어 가는구나,430,3
20170102,20170102,이게 민주주의이고 선진국이지,392,4
20170102,20170102,누구던지 인간위에 군림할수 없다...,364,2
20170102,20170102,금뱃지 단 사람들도 좀 배우고 그마음 변치도 마소~!,328,2
20170102,20170102,이건 쫌 멋있다. 보여주기식이 아니라 늘 이렇게 노동자들과 국민을 받들어 모셔라.,1684,14
20170102,20170102,이렇게 상생하는 고용관계가 계속 이뤄지길 기대합니다,374,2
20170102,20170102,울컥!!,300,2
20170102,20170102,정말 멋지십니다   감동이예요  기업들도 이런모습 함께동참합시다,346,2
20170102,20170102,좋은현상입니다,1404,8
20170102,20170102,모범으로보여주심!!!^^,1157,9
20170102,20170102,잘했습니다.,1179,9
20170102,20170102,굿^^ 대기업도  정직원으로해라,1297,9
20170102,20170102,잘했다. 칭찬 받을 만하다.,1096,8
20170102,20170102,상생합시다.,1110,9
20170102,20170102,이런건 참 보기 좋네 여기서 그치지 말고 나아가 국회의원들이 국민을 더 무서워했으면 한다 헌법개정시 국민소환제는 필수라 본다,1529,10
20170102,20170101,재미있게 한다는게 남 깎아 내리는 거냐? 이제 집에서 다른 직업이나 찾아 보시는게..,7140,237
20170102,20170102,얘가 나오는 프로를 보는게 없어서...... 하지만 얘는 20대 때부터 별로던데...... 일단 재미가 없습니다.,485,8
20170102,20170102,"쿵쿵따 할때부터 스타일이  김한석, 유제석 까고, 깍아내리고 웃기려는데, 전혀 재미없는게 문제였지 근데, 절대 자기보다 강한존재한테는 안그러더라. 사적으로는 어떻게 대하는지모르지만, 확실히 진행스타일은 좀 바꿔야할것같은데, 서언이,서준이 거품  없어지만, 다시 슬럼프올것같다.",683,12
20170102,20170102,"자중하는 마음이 부족하고, 위 아래 몰라보는 몰지각함에 분노를 느낀다.",797,16
20170102,20170102,"박쥐 같은 놈. 아니 기생충 같은 놈. 남희석에 붙었다 탁재훈에 붙었다 유재석에 붙었다... 이런 놈이 어떻게 개그맨이 됐는지 도저히 이해 안감. 일본에서도 생중계 한다고 하니  갑자기... ""곤방와"" 일순간에 써얼렁... 바로 채널 돌렸다. 이놈은 이명박이에 기생하면 유지하고 있는 대표적인 이명박 기생충중에 한놈. 이런 놈이 방송에서 깝죽거리지 않는 날이 오기를 바란다.",1698,61
20170102,20170102,거침없는입담이아니라거침없는경거망동,493,5
20170102,20170101,왜냐면. 늘 저런식의.진행이었으니까.. 그게 이번에 터진거지.  그것도 시청자들이아닌 같은 연예인 동료 사이에서.,2308,50
20170102,20170102,"한두번이 아니기 때문입니다. 벌써 몇번째인데. 방송은 항상 시청자를 개,돼지로보고 출현 시키니까. 꼭 시청자가 들고 일어나야 그 때야 잠깐 조심하는척 하죠. 지금까지 연예인들 보세요 다 방송하며 아주 다들 잘 살고 있습니다.",1953,41
20170102,20170102,이휘재는 인성이 덜 된 듯해요. 앞으로 티비에서 안보였으면 좋겠네요!,768,17
20170102,20170102,이휘재가 평소에 거침없는 입담은 아니지 않나? 싸가지 없는입담이지.,1771,33
20170102,20170102,이렇게 큰대회 진행자는 역시 신동엽이나 유재석이 딱 그렇지만 두사람이 워낙 바쁘니 그나마  전현무가 괜찮은데 이휘재는 인성도 별로 진행도 별로,860,26
20170102,20170102,성동일 표정.... 진심이네,1895,33
20170102,20170102,애는   가망성이 없어~~  니  말대로  딸 씽둥이 나서  집에 찌그러져  있는게  남  도와주는거다.  민폐  끼치지말고  은퇴해라~~~~,772,19
20170102,20170102,"이휘재의 가장 큰 문제점이라면 결국 그 특유의 말투라던가 남을 한참 아랫사람으로 보는듯한 어이없는 어투,태도 이런것들이 아닐까 싶네.   분명 그동안 문제가 너무 많아보이긴 했음. 공론화가 이미 여러차례 되는 분위기였는데 아슬아슬하게 넘어가다가 이번건으로 대중들이 완전 폭발한듯 보임.",585,6
20170102,20170102,사과만 하면 된다는 식의 연예인들 사고방식이 싫어요.,546,8
20170102,20170102,엠씨 아무나 하는게 아니지!!!  하기야 요즘 아무나 하더라  이휘재를 보니 ㅡㅡ.,1578,44
20170102,20170102,생각해보니 유재석이 왜 국민MC인가 알겠더라 깐죽거리면서도 항상 상대방이 민망하지않게 웃을수있게 본인이 먼저 망가지거나 본인과 친한사람중 잘받아주는 하하 박명수 정준하 몇명에게만 농담하지 유재석처럼 못하겠으면 사회보면 안되요,841,36
20170102,20170102,아이고 자석아  참한심하다,670,14
20170102,20170102,그냥 테레비서 안보고 싶다,1414,35
20170102,20170102,그간에 거품이  꺼지는거지  자연스러운 현상이다  자질도 열정도없는 사람은  볼 필요성이 없음,2001,43
20170102,20170101,발끈해 오늘 항변하는걸 보니  협박했겠구만 뭘~,287,2
20170102,20170101,아구지를 날려버리지,484,3
20170102,20170101,"박근혜, 이재용 모두 조속 강력 처벌해야.  티브에서  얼굴 쳐다보면 울화가 치밀어 오름.",616,12
20170102,20170101,"바로 몇시간 전에,박근혜 본인은 강요한 적 없다고  기자들 앞에서 거짓말 한거네요 눈 하나 깜짝 안하면서!! 그것조차 외워서 연기한 건가요?! 아님,기억에서 지우고, 난 그런적 없다고 믿고 있는 거면 병입니다!!",3006,9
20170102,20170101,항상볼때마다ㅡ느끼는데ㅡ박근혜는 먼가 연기하는거 느낌...세월호때 닭똥 눈물흘리더니...박근혜 얼굴엔 진실을 알수가없다..고단수 연기대상감이다..,2396,7
20170102,20170101,협박에의한  금품갈취로군,2767,13
20170102,20170101,정유라가 도대체 뉘 딸이기에 덴마크레 있다는 정유라 빨리  잡아와 구속하고 반드시 친자 확인하라. 아니면 저럴 수가 없다고 본다.,860,4
20170102,20170101,더러운 폐닭,265,2
20170102,20170101,반성은 커녕 저런 뻔뻔한 범죄인은 극형에 처해야한다. 박근혜 사형 !!!! 최순실 사형 !!!,274,1
20170102,20170101,쓰레기네ㅋㅋ..그냥 양아치네..우와!,572,4
20170102,20170101,탄핵 박 깡패였군,10775,49
20170102,20170101,오리발만 쳐 내밀고.. 나는 억울하다 하며 지랄를 떨고..  아휴 ~~해가 바꿔도 저 나쁜년을 봐야 하니  속에서 천불이 난다. 하루빨리 구속 시켜야 하는데...,10635,47
20170102,20170101,정신병자 기사 제발 그만 좀 보고싶다 ...,653,2
20170102,20170101,이건 머 양아치도 아니고..,2098,4
20170102,20170101,꼬꼬닥 지 아버지 닮아서 찜 하면 지 돈이구만 재단 전문가,618,5
20170102,20170101,"이런 팩트기사 나와도 "" 아몰랑 "" ㅋㅋㅋ",2251,5
20170102,20170101,이것도 조작에 왜곡보도냐? 닭아?,560,3
20170102,20170101,이정도 되면 이재용도 불쌍하다  저 더러운꼴 안보려고 그냥 시키는대로 하자고 했을수도...,2446,130
20170102,20170101,이쯤되면 조폭 다루듯이 다뤄야 안되나?,2656,9
20170102,20170101,그네  이년은  도데체 정신이 어디가있는거여 돈에 미친년아녀,732,3
20170102,20170101,참 나쁜 여자네 알고보니 김기춘이랑 동급이네요  당장 잡아들여라,166,1
20170102,20170101,진짜 거짓말들 잘하네.김기춘 씨  말하는것이 입에 붙어있는듯 보였음.부끄럽고 어떻게 비서실장으로 양심도 없는지,402,2
20170102,20170101,하여튼 모르쇠쇼 무대에 주인공들은 하나같이 닭근혜와 똑같어,1658,6
20170102,20170101,이런것들이 국무위원들 이라니 선서는 뭐하러 하나  불법 탈법 편법을 밥먹드시  하고 오로지 모르쇠 이런 쓰레기들을 우리가 뽑았단 말이가  ㅆ ㅂㄴ들아 자결해라,410,3
20170102,20170101,조윤선 X 됐네,196,1
20170102,20170101,특검에게 명하노라. 지위고하 모든 정부부처 막론하고 전부 압수수색하라,383,2
20170102,20170101,조윤선 뻔뻔한것 당장 체포구금하라,329,2
20170102,20170101,조윤선 부역자,185,1
20170102,20170101,"조윤선 니, 조옻됐다 안카나???? ㅋㅋ",515,1
20170102,20170101,윤선아  자수하여  광명 찾아라,1353,7
20170102,20170101,주둥이를  찢어버리자,182,1
20170102,20170101,윤선은  뭘보고 까불까? 한때 우리나라가 이런 시대를  살아왔지요,196,1
20170102,20170101,실체에 계속 접근해 결국은 어둠을 이겨내길 바란다.,424,2
20170102,20170101,이게 사실이면 연기자해도 되겠네 조윤선.,960,2
20170102,20170101,윤선아..수의도 품위있게 이쁜 것으로 고르렴,2168,7
20170102,20170101,윤선이 조댔네,168,1
20170102,20170101,어둠은 빛을 이기지 못하고 거짓은 진실을 이기지 못한다.,1862,6
20170102,20170101,진실은 알고싶다,156,1
20170102,20170101,극우파 얼라들 맞불태극기가 아니라 맞불 성조기더라 뭐냐? 왠 성조기가 나타난거냐?? 미국식민지를 자초하겠다는건가?,1189,3
20170102,20170101,박근혜 구속수감 나라를 살리는 길이다!!@,1380,4
20170102,20170102,완전짜증..얼굴도 안비쳤으면 하는 바람..가증!,440,7
20170102,20170102,작년 촛불집회 10번 전부 출석해 올해는 한두주 좀 쉬려고 했는데 저 미친닭이 또 나가게 하네 아주 국민열받게해 모이게하는데는 닭이 짱일세,1627,15
20170102,20170102,왕  짜증 빨리  사형시켜라     후원금   18 원이  받아라,7164,43
20170102,20170102,"결집될 지지층이 또 남아있냐? 골빈 꼴통들, 직업이 애국인 알바시키들 말고",1431,11
20170102,20170102,거짓으로 일관하는 저 모습이 추잡스럽고 역겹다  검찰이나 특검은 가지고 있는 녹취록  전부 공개하여 저 입좀 틀어 막어 주십시오,9638,63
20170102,20170102,참 가지가지 한다 언능 최순시리를 풀어주라 애는 장애야,323,6
20170102,20170102,진짜 구질구질하다 범인들은 좀처럼 따라 갈수없는 뻔뻔함을 갖고 있다~~  정말 상상초월,466,6
20170102,20170102,입좀열지말라 짜증난다...,1930,11
20170102,20170102,박사모만 집결. 수명단축.,315,8
20170102,20170102,입만열면 거짓말 유체이탈 정신분열환자처럼... 거짓말로 집권해서 거짓말로 물러나는 저 꼬락서니...,2078,14
20170102,20170102,보니까 저그들 얄팍한 수가 눈에 훤하다 간담회를 통해 자기 변명도 하고 동정심도 유발해보겠다는 수작이었겠지 간사한 것들 국민이 바보냐 한번 속지 두번은 안속아,389,8
20170102,20170102,대가리가 나쁘니까 뭘해도 지발등 지가 찍는꼴.. 병신년은 가고 정유년이 왔건만  또 다른 ㅂ ㅅ ㄴ 은 버티기만 하고 또 다른 정유년은 체포되었네.,1412,13
20170102,20170102,미친계산을~~  역겨우니 얼굴좀 보지 말자,1256,13
20170102,20170102,추악한 박그년 무식하고 독한 것이 최고의 권력을 가졌으니 김정은과 다를게 뭐있나,411,6
20170102,20170102,남산~ 위에 저 소나무 철갑을 두~른 듯. 바람 서리 불변함은 우리 기상일세.  청와~대에 저 아줌마 철판을 두~른 듯. 변명 발뺌 불변함은 대책 없음일세.,377,7
20170102,20170102,넌  안되.... 정신병원부터 가바라... 대통령 임기도  못마치고  감옥가네  ㅎ  ㅎㅎ  안타깝다... 나쁜짓  할려고  대통령했나....,1643,12
20170102,20170102,ㅋㅋㅋ마조히스트임? 욕먹는거좋아나ㅋ 좀신경좀 끌라하면 툭툭튀어나와ㅋㅋㅋ,1217,14
20170102,20170102,정초부터 재섭는 뇬이... 국정조사 증인으로 나와서 버벅대봐라. 빠가사모들도 뒷목 잡을거다.,345,6
20170102,20170102,그냥 들어주지마세요들~ 입만 열면 거짓말~,449,6
20170102,20170102,낮짝도 두껍다! 하긴 하도 주사바늘을  찔러대서 드꺼울꺼야,1780,11
20170102,20170102,그냥 ...   웃는다...   동생이야?  비위 맞춰   머 좀 얻어 먹을려는 사기꾼이야?   연초부터  어이없다...,529,22
20170102,20170102,범죄자 동생 인터뷰를 왜 하는겁니까,1773,38
20170102,20170102,새해부터 자매가 열받게 ㅠ,540,20
20170102,20170102,가재는 게 편이라더니,1653,33
20170102,20170102,두 자매가  분별과 통찰 부족은 똑같네 당신들때문에 나라와 국민들이 병들었어요,482,21
20170102,20170102,탄핵과 형사소추를 구분 못하네....... 지능이 언니와 비슷한듯........ 얼마전 까지만 해도 서로 못잡아먹어서 안달이더니만 ....... 참 알 수 없는 족속들이야.....,607,21
20170102,20170102,친일파년아  찌그러져라 폼잡지  말고,516,18
20170102,20170102,박씨 대단하네 최씨일가없었으면 박씨일가가 어찌 날뛰었을지 눈에보임,1397,35
20170102,20170102,박씨 집안 조용히 살아라 다 죽을 수 있데이,471,20
20170102,20170102,대통령은 내란 또는 외환의 죄를 범한 경우를 제외하고는 재직 중 형사상의 소추를 받지 아니한다???  야이~ 미친녀나?  그럼 노무련 대통은 외환이나 내란을 저질러 탄핵했니? 노무현 탄핵 당시 함박웃음 머금던 닥그네 년은 정상이니? 그런 녀늘 아직도 두둔하는 네년이야 말로 닭대가리 맞다~ㅉㅉ,235,17
20170102,20170102,[개헌 야합] 1990년 정국 주도권을 되찾으려는 여당과 김대중을 밀어내려는 야당들은 '3당 야합'을 이루어냄. 그들에게는 5공 청산을 원하는 민심보다 자신들의 정치적 안위가 우선이었음. 결국 6월 항쟁의 꿈은 사라짐.  현재 개헌의 주역으로 재탄생하려는 '부역자들'과 문재인을 제거하려는 '촛불 배신자들'은 '개헌 야합'으로 연대함. 자신들의 정치적 생명이 최우선인 그들에게 '70년 친일 부패 세력을 청산하자'는 국민적 열망은 안중에도 없음.  '개헌 야합'은 '3당 야합'의 복사판입니다.  저들로부터 촛불 성과를 지켜내야 합니다!,2485,108
20170102,20170102,조용히  있거라 열받게 하지말고,1740,34
20170102,20170102,이용해먹고 이제와 속은 척하는게 죄다 이ㄴㅕㄴ아,235,17
20170102,20170102,저집안 사람들은 다 정신분식해야될듯 박지만와이프도 동창생들 인터뷰 보니 사고가 남다른듯,231,14
20170102,20170102,이 집안 자쩨가 싸이코패스들이네???  당췌 뭔 개소리들인지.....????? 아 열받네!,390,17
20170102,20170102,일황만세 또라이,412,20
20170102,20170102,똑같은  ㄴ ㅕ ㄴ일세!! 하긴 박정희로부터 보고 배운게 그런것 밖에 없으니.....미친 소시오패스들!,1527,39
20170102,20170102,이 집안 사람들의 수준이 딱 이 수준이다. 귀태집안.,623,20
20170102,20170102,아가리에 개 사료를 .,1270,40
20170102,20170102,역시DNA는  무섭구나!!!,4745,88
20170102,20170102,말로는 뭘 못하나요 ?  행동으로 보이세요 !,3058,66
20170102,20170102,사드를 연평도에 배치하지,342,15
20170102,20170102,"이게 국익의 길이냐?  미국, 일본의 머슴살이를 자처하는 것은 아닌가",77,6
20170102,20170102,우리가 대응 할거는 있니?,651,22
20170102,20170102,꼴통아 걍 사드 철회를 하라고  수도권은 방어도 못하고 일본이나 부칸 미사일 공격 무효화시키는 효과라는데  뭐한다고 돈들이고 중국에 밉보이면서까지 사드를 설치하려하냐고?  일본에 군사기밀 주는 것도 모자라 일본영토보호를 위해 군사기지까지 만드냐  이 땅에 친일파 매국넘들이 아직도 대한민국을 좌지우지하니 개탄스럽다,251,30
20170102,20170102,진짜 무능 한심 하다,630,22
20170102,20170102,뭘로 할래?,521,15
20170102,20170102,니  미  조  시  다  .,158,8
20170102,20170102,이번에는중국국경폐쇄하라고순실이가시켰나보네 개성공단폐쇄하듯이,127,4
20170102,20170102,무슨 진행?? 혹시 말로만 좌시하지 않겠다 한거 아니냐?,144,5
20170102,20170102,명동이나 제주도에 중국인 관광객 줄어서 난리라는데 참 한가한 소리 한다..서해상 불법 조업하는 중국배도 어쩌지 못하는 주제에 입으로만 대응하네..,80,2
20170102,20170102,미제를 위해 사드배치 발상하더니 꼴좋다. 박그네 병신년아 책임져라,204,19
20170102,20170102,사드 철회가 정답이다 우리는 미국의 속주가 아니다,236,31
20170102,20170102,대만에게 군수지원,51,4
20170102,20170102,우리는 침공해야지,1653,97
20170102,20170102,미국에다가 손해배상이라도 요구해야정상아닌가?????근데 사이에 껴서 ....국민들안테 큰소리칠거처럼얘기하지만 아무것도 안할거 알고있는데....뭘하는척한다고...,71,2
20170102,20170102,애도 필요 없다는걸 아는데 중국하고는 모조건 친하게 지내야한다 한반도는 빙신아,135,22
20170102,20170102,이제사 대응전략을 알아본다고  미친넘  처머고 뭐하고 있었냐 사드보복은 벌써 시작되었다  등신아,143,5
20170102,20170102,아가리 파이터새끼들......,62,0
20170102,20170102,명동에 중국관광객 실종됬다,435,16
20170102,20170102,최악의 씨벌년.....,382,5
20170102,20170102,멍청한 년,306,5
20170102,20170102,콩심은데 콩나네..근혜년이나 재용이나..,315,4
20170102,20170102,진짜 이년 싸이코패스 맞다...미안줄이라도 알았으면 심정적으로 불쌍하게 생각이라도 할텐데...욕만 나온다,361,4
20170102,20170102,"이렇다니까요.  뭐 말만 하면 거짓으로 금새 드러나니 말이죠.  비선 실세는 없다더니 엄청난 비선실체가 드러남.  홍보 문구 정도 도움받았으며 비서진이 다 갖춰지고 난 후에는 그만두었다너니 올해 4월인지 6월까지 인편까지 동원해 최순실의 내치가 계속됨. 누구를 도와주려고 한 적 없다더니, 이재용 면전에서 승마지원 왜 안하냐고. 게다가 지배구조까지 친히 도와주고.",1166,10
20170102,20170102,에라이ㅡㅡ5천만 국민앞에 거짓말을 눈하나 꿈쩍안하고 거짓말을ᆢ 완전 싸이코패스ᆢᆢ 돌맞아 뒺ㄹ운명,446,5
20170102,20170102,이재용구속 박근혜 구속 대질심문  하라 박근혜가 몸통 이다,373,6
20170102,20170102,이제 닭그네 발뺌 불가능. 뇌물죄로 무기징역. 기대된다. 그날이. ^^,1036,11
20170102,20170102,스스로를 정당화 합리화하는 심리현상 뭐 그런거 있죠?,310,4
20170102,20170102,"말로는 억울하다는데, 어째 증거는 여기저기 굴러 다니냐. 혼이 비정신인 빙신아!!!!",172,2
20170102,20170102,구정 선물은 탄핵 인용으로 쓰레기들을 청산하고 희망찬 정유년을 열자.  허나 권력에 부역해온 헌개가 1월내로 탄핵을 처리하지 않는다면 헌개재판관 9명도 순시리일당과 함께 국민과 역사의 역적으로 단죄해야한다,7703,95
20170102,20170102,뇌없는 그네야   연금 수년후에 재원 고갈된다면서 국익위해 삼성도왔다고? 터진입이라고 시방 말하는거여? 순실이 한티 삼성에서 준돈은 모꼬? 니가 제정신가?,161,2
20170102,20170102,빨리 탄핵가자....박그네는 정상이 아니다,358,4
20170102,20170102,재벌총수 인사까지ᆢ즈아부지독재능가하는  전지전능 여황제인줄 착각하는 아바타인거시,6250,76
20170102,20170102,"국민들이 노후준비를 위해 땀 흘려 납부한 연금을 박근혜는 삼성 이재용의 경영권 승계를 위해 7천 억원이라는 천문학적인 손해를 감수해 가며 국가 권력을 남용해 합병에 찬성케 했다. 그 댓가로 최순실이라는 측근에게 220억이라는 거액을 불법으로 지원하게 한 만고역적 박근혜는 도대체 어느나라, 누구의 대통령이었단 말인가..? 박근혜는 희대의 악마라고 밖에 할 말이 없다. 박근혜 최순실 전재산 몰수하고 평생 교도소에 쳐 넣어야 하며, 삼성 이재용 또한 징벌적 손해 배상으로 국민연금 손해액의 10배를 추징, 몰수 하고 구속 수감해야 한다.",507,5
20170102,20170102,이 정부의 구정선물은  구정물 그 자체다.,150,2
20170102,20170102,아직도 증거가 더 필요한가 어서 끌어 내리길..,1588,18
20170102,20170102,그냥 입만열면 거짓말이라... 양치기소년처렁 무슨말을해도 못믿겠다.,1502,18
20170102,20170102,입만열면구라닭 ai확실 살처분시급함,1200,14
20170102,20170102,최순실 모녀에게 몇백억 쓰는건 전혀 아깝지않으면서 숨진 노동자에게 줄돈과 자살보험금 유가족에게 마땅히 줘야할돈은 그리 아까워서 온갖 소송걸며 끝까지 지급 안하는거냐?? 미르재단에 돈갖다바치면 자살보험금 지급안해도 성과급도입 앞장서는 금융위 임종룡 위원장이 쉴드쳐준다하디?? 진짜 삼성은 대한민국에서 사라져야한다,7596,91
20170102,20170102,"박근혜, 천박하다는 말밖엔 더이상 할말이 없다! 국썅!닭!",1508,4
20170102,20170102,신년 기자간담회는 한마디로  기자들이 정신적인 강간을 당했다고 본다.,574,3
20170102,20170102,칠푼,3997,23
